porosity,k_pnm,q_pnm,k_edm,q_edm,radius_pore_avg,radius_pore_std,radius_throat_avg,radius_throat_std,length_throat_avg,length_throat_std,connection_n_avg,connection_n_std
0.2925717865928893,2.4500716635282613e-11,1.829115672009758e-05,1.9091610070149586e-11,1.4252955822901017e-05,0.00016352414716078566,5.000703496606359e-05,9.550067627088123e-05,3.983371389740352e-05,0.0005590964152717081,0.0003327308788296683,4.177681473456121,2.5026227279114908
0.2991643488555119,6.553084979628995e-13,5.127607017653675e-08,4.583988887171295e-13,3.5868440070247243e-08,2.04341780442048e-05,6.819989067461828e-06,1.3871794182226367e-05,5.921110938075233e-06,5.110934380259993e-05,2.9895201944276342e-05,3.997019374068554,2.039108699955859
0.2822350006418839,4.798427387020302e-11,5.731412719992812e-05,4.5057546619506137e-11,5.381833984301864e-05,0.00024948613484602117,7.711668701874129e-05,0.00014346636949586712,5.7871705062781056e-05,0.0010099082397318731,0.000622695606487308,4.120631341600902,2.6949559227442017
0.2323658261885033,1.1367163945355037e-12,2.1583596436464872e-07,6.218711390734188e-13,1.1807884328729255e-07,4.957759317456974e-05,1.6112214964153758e-05,3.219066249393752e-05,1.4476135498199105e-05,0.00012218370825780198,7.039775874812227e-05,3.3526119402985075,1.646092355683459
0.3418398989552167,2.0394569220609662e-10,0.00028781374115263616,1.5860821956483231e-10,0.0002238322592486144,0.0003434751904400725,0.00010839483704330836,0.00021364178523393314,9.099965682980295e-05,0.0010146540894228802,0.0005759939652410262,4.5023696682464465,2.5604065279685315
0.2827727919135576,8.87773858379408e-11,9.2678300618667e-05,6.864468728798018e-11,7.16609630290662e-05,0.0002741726724326604,8.884539176542978e-05,0.0001914234052526444,8.944458870159876e-05,0.0006728437548427593,0.00039610042222979386,3.7937007874015753,2.014895242836629
0.3175522643991993,1.3003348181899432e-10,7.180586458365747e-05,8.816891548963879e-11,4.8687808075074936e-05,0.0002226259628963752,7.978122407945749e-05,0.00016918315890383047,8.515515289030826e-05,0.00044456541729134873,0.000258891376662657,4.278846153846153,2.161537606077028
0.18269361419250044,5.993428401743182e-14,8.097212265957959e-09,3.7892586467043235e-14,5.119345645984118e-09,3.459487578170154e-05,1.1007305954219342e-05,2.253479012277687e-05,1.010788624570616e-05,8.47426789556836e-05,4.699121971798551e-05,3.0218978102189777,1.4689014049585227
0.17269446293375332,5.078918369572026e-15,3.6023311318988147e-10,3.55533695254339e-15,2.521698530393301e-10,1.1904080887730465e-05,2.940448015376258e-06,5.215176623246489e-06,1.884051171123737e-06,8.233538120119003e-05,4.8351848214339646e-05,3.2236842105263164,2.19508232797606
0.2853040648381244,8.413935942494046e-12,6.793506549912882e-06,8.854635766337792e-12,7.1493325462468334e-06,0.00013852437847539317,3.894897328117924e-05,6.418919567901137e-05,2.172325864169768e-05,0.001364980801952787,0.0008424778467781586,5.6231884057971016,5.136474991792995
